"","DR_NO","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","LAT","LON"
"1850",210115733,"08/25/2021 12:00:00 AM",139,1,"Central",890,"FAILURE TO YIELD",0,"M","W",101,"STREET",34.0551,-118.2545
"1851",220104084,"01/02/2022 12:00:00 AM",1330,1,"Central",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",34.0352,-118.2583
"1852",240508492,"04/28/2024 12:00:00 AM",2200,5,"Harbor",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,"F","H",122,"VEHICLE, PASSENGER/TRUCK",33.7115,-118.2874
"1853",202108014,"04/04/2020 12:00:00 AM",2300,21,"Topanga",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.2083,-118.5906
"1854",211421250,"11/07/2021 12:00:00 AM",729,14,"Pacific",354,"THEFT OF IDENTITY",57,"M","W",602,"BANK",33.9954,-118.4515
"1855",241213345,"07/10/2024 12:00:00 AM",1945,12,"77th Street",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.9909,-118.316
"1856",230404130,"01/02/2022 12:00:00 AM",1200,4,"Hollenbeck",354,"THEFT OF IDENTITY",22,"F","H",501,"SINGLE FAMILY DWELLING",34.0546,-118.1978
"1857",211912584,"08/29/2021 12:00:00 AM",830,19,"Mission",626,"INTIMATE PARTNER - SIMPLE ASSAULT",33,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.2282,-118.4633
"1858",200513162,"08/19/2020 12:00:00 AM",1930,5,"Harbor",627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT",14,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.779,-118.2809
"1859",211600892,"12/05/2021 12:00:00 AM",200,16,"Foothill",753,"DISCHARGE FIREARMS/SHOTS FIRED",35,"F","H",101,"STREET",34.2272,-118.4031
"1860",230513753,"09/20/2023 12:00:00 AM",1930,5,"Harbor",626,"INTIMATE PARTNER - SIMPLE ASSAULT",27,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.7537,-118.3055
"1861",220815246,"10/04/2022 12:00:00 AM",1950,8,"West LA",940,"EXTORTION",29,"M","H",501,"SINGLE FAMILY DWELLING",34.0343,-118.43
"1862",231500792,"06/01/2023 12:00:00 AM",1830,15,"N Hollywood",121,"RAPE, FORCIBLE",51,"F","H",109,"PARK/PLAYGROUND",34.1958,-118.4009
"1863",232019816,"12/27/2023 12:00:00 AM",2030,20,"Olympic",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0559,-118.2987
"1864",221310373,"04/29/2022 12:00:00 AM",2010,13,"Newton",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0,"M","W",101,"STREET",34.0039,-118.25
"1865",212007674,"04/04/2021 12:00:00 AM",1030,20,"Olympic",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0738,-118.3004
"1866",210714356,"10/10/2021 12:00:00 AM",1300,7,"Wilshire",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",51,"M","O",108,"PARKING LOT",34.0681,-118.356
"1867",230205901,"02/10/2023 12:00:00 AM",856,2,"Rampart",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",21,"F","H",203,"OTHER BUSINESS",34.0786,-118.2788
"1868",211713379,"08/07/2021 12:00:00 AM",1,17,"Devonshire",440,"THEFT PLAIN - PETTY ($950 & UNDER)",37,"M","W",501,"SINGLE FAMILY DWELLING",34.293,-118.5619
"1869",210619969,"12/01/2021 12:00:00 AM",300,6,"Hollywood",310,"BURGLARY",55,"F","W",254,"STUDIO (FILM/PHOTOGRAPHIC/MUSIC)",34.1053,-118.3137
"1870",232106630,"03/11/2023 12:00:00 AM",1730,21,"Topanga",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",35,"M","X",404,"DEPARTMENT STORE",34.1938,-118.6044
"1871",220220553,"11/21/2022 12:00:00 AM",1800,2,"Rampart",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",30,"M","W",108,"PARKING LOT",34.0738,-118.2658
"1872",220612370,"06/27/2022 12:00:00 AM",2230,6,"Hollywood",330,"BURGLARY FROM VEHICLE",28,"M","B",101,"STREET",34.098,-118.3471
"1873",221322761,"12/14/2022 12:00:00 AM",1605,13,"Newton",440,"THEFT PLAIN - PETTY ($950 & UNDER)",29,"M","B",121,"YARD (RESIDENTIAL/BUSINESS)",33.9852,-118.2718
"1874",211218136,"08/21/2021 12:00:00 AM",2040,12,"77th Street",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.9713,-118.2739
"1875",211706288,"03/06/2021 12:00:00 AM",830,17,"Devonshire",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",34.2645,-118.5272
"1876",200716804,"12/06/2020 12:00:00 AM",1900,7,"Wilshire",626,"INTIMATE PARTNER - SIMPLE ASSAULT",78,"F","W",501,"SINGLE FAMILY DWELLING",34.0783,-118.3397
"1877",201419163,"10/23/2020 12:00:00 AM",1139,14,"Pacific",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.9947,-118.4778
"1878",230812336,"07/18/2023 12:00:00 AM",955,8,"West LA",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",203,"OTHER BUSINESS",34.0425,-118.3818
"1879",230808629,"04/17/2023 12:00:00 AM",1148,8,"West LA",310,"BURGLARY",54,"M","A",120,"STORAGE SHED",34.0474,-118.5258
"1880",201109884,"05/28/2020 12:00:00 AM",1700,11,"Northeast",310,"BURGLARY",37,"F","H",501,"SINGLE FAMILY DWELLING",34.0941,-118.2236
"1881",221320828,"11/04/2022 12:00:00 AM",1200,13,"Newton",813,"CHILD ANNOYING (17YRS & UNDER)",5,"M","H",704,"ELEMENTARY SCHOOL",33.995,-118.2581
"1882",230307211,"02/27/2023 12:00:00 AM",1200,3,"Southwest",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",18,"F","O",722,"COLLEGE/JUNIOR COLLEGE/UNIVERSITY",34.027,-118.2858
"1883",211007103,"04/14/2021 12:00:00 AM",900,10,"West Valley",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",31,"F","B",101,"STREET",34.2012,-118.5535
"1884",200705881,"02/09/2020 12:00:00 AM",600,7,"Wilshire",121,"RAPE, FORCIBLE",19,"F","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0665,-118.3662
"1885",201615044,"11/24/2020 12:00:00 AM",1100,16,"Foothill",624,"BATTERY - SIMPLE ASSAULT",43,"M","O",104,"DRIVEWAY",34.253,-118.2907
"1886",210319807,"12/04/2021 12:00:00 AM",1635,3,"Southwest",121,"RAPE, FORCIBLE",54,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0238,-118.3669
"1887",230315488,"08/22/2023 12:00:00 AM",530,3,"Southwest",626,"INTIMATE PARTNER - SIMPLE ASSAULT",39,"F","H",501,"SINGLE FAMILY DWELLING",34.0313,-118.3547
"1888",231208113,"03/07/2023 12:00:00 AM",1250,12,"77th Street",330,"BURGLARY FROM VEHICLE",43,"M","H",101,"STREET",33.9818,-118.3245
"1889",210615547,"09/04/2021 12:00:00 AM",2300,6,"Hollywood",820,"ORAL COPULATION",24,"F","B",108,"PARKING LOT",34.0962,-118.349
"1890",210806317,"02/25/2021 12:00:00 AM",1030,8,"West LA",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",30,"M","H",101,"STREET",34.0487,-118.5246
"1891",210209039,"05/04/2021 12:00:00 AM",1700,2,"Rampart",626,"INTIMATE PARTNER - SIMPLE ASSAULT",37,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0481,-118.2712
"1892",232114367,"09/20/2023 12:00:00 AM",2330,21,"Topanga",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.2061,-118.5662
"1893",221914498,"09/03/2022 12:00:00 AM",30,19,"Mission",354,"THEFT OF IDENTITY",24,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.2319,-118.472
"1894",211513661,"08/24/2021 12:00:00 AM",1400,15,"N Hollywood",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.1875,-118.3922
"1895",211405868,"01/31/2021 12:00:00 AM",1230,14,"Pacific",480,"BIKE - STOLEN",57,"M","W",116,"OTHER/OUTSIDE",33.9842,-118.4714
"1896",211111977,"08/16/2021 12:00:00 AM",1100,11,"Northeast",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.1408,-118.2741
"1897",221807198,"03/09/2022 12:00:00 AM",1830,18,"Southeast",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,"F","H",102,"SIDEWALK",33.9406,-118.2328
"1898",231407975,"04/03/2023 12:00:00 AM",800,14,"Pacific",310,"BURGLARY",34,"M","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.981,-118.4332
"1899",211422196,"11/26/2021 12:00:00 AM",1230,14,"Pacific",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24,"F","B",212,"TRANSPORTATION FACILITY (AIRPORT)",33.9455,-118.4006
"1900",220105934,"02/01/2022 12:00:00 AM",1720,1,"Central",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",44,"F","W",122,"VEHICLE, PASSENGER/TRUCK",34.0471,-118.2491
"1901",201227198,"12/27/2020 12:00:00 AM",1138,12,"77th Street",624,"BATTERY - SIMPLE ASSAULT",20,"M","H",210,"RESTAURANT/FAST FOOD",33.9747,-118.2816
"1902",211009767,"07/03/2021 12:00:00 AM",1700,10,"West Valley",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",41,"F","W",122,"VEHICLE, PASSENGER/TRUCK",34.1722,-118.5206
"1903",210206710,"03/01/2021 12:00:00 AM",900,2,"Rampart",900,"VIOLATION OF COURT ORDER",24,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0669,-118.2632
"1904",231605679,"02/21/2023 12:00:00 AM",830,16,"Foothill",624,"BATTERY - SIMPLE ASSAULT",52,"F","H",103,"ALLEY",34.2121,-118.4052
"1905",201504757,"01/14/2020 12:00:00 AM",2100,15,"N Hollywood",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",31,"F","W",707,"GARAGE/CARPORT",34.1598,-118.3715
"1906",211819762,"11/05/2021 12:00:00 AM",1951,18,"Southeast",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",35,"M","H",501,"SINGLE FAMILY DWELLING",33.9501,-118.2805
"1907",241310253,"06/12/2024 12:00:00 AM",200,13,"Newton",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.9925,-118.2652
"1908",201411772,"06/02/2020 12:00:00 AM",1000,14,"Pacific",946,"OTHER MISCELLANEOUS CRIME",0,"X","X",203,"OTHER BUSINESS",33.9906,-118.4517
"1909",230914070,"09/12/2023 12:00:00 AM",1130,9,"Van Nuys",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.2011,-118.4662
"1910",220318910,"10/22/2022 12:00:00 AM",1300,3,"Southwest",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0158,-118.2828
"1911",220809406,"05/11/2022 12:00:00 AM",815,8,"West LA",440,"THEFT PLAIN - PETTY ($950 & UNDER)",44,"F","A",116,"OTHER/OUTSIDE",34.0348,-118.3822
"1912",210111809,"06/13/2021 12:00:00 AM",200,1,"Central",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0322,-118.2637
"1913",220117145,"07/29/2022 12:00:00 AM",2100,1,"Central",624,"BATTERY - SIMPLE ASSAULT",47,"M","W",203,"OTHER BUSINESS",34.0487,-118.2588
"1914",200610339,"04/15/2020 12:00:00 AM",1940,6,"Hollywood",354,"THEFT OF IDENTITY",38,"M","W",145,"MAIL BOX",34.1113,-118.3335
"1915",221420100,"09/05/2022 12:00:00 AM",740,14,"Pacific",480,"BIKE - STOLEN",0,"X","X",102,"SIDEWALK",33.9916,-118.4162
"1916",220516964,"12/11/2022 12:00:00 AM",700,5,"Harbor",440,"THEFT PLAIN - PETTY ($950 & UNDER)",30,"M","H",501,"SINGLE FAMILY DWELLING",33.8382,-118.3039
"1917",230709311,"05/05/2023 12:00:00 AM",2340,7,"Wilshire",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",33,"M","W",101,"STREET",34.037,-118.3468
"1918",240307240,"02/26/2024 12:00:00 AM",1400,3,"Southwest",480,"BIKE - STOLEN",19,"F","W",722,"COLLEGE/JUNIOR COLLEGE/UNIVERSITY",34.0223,-118.2865
"1919",211116628,"12/17/2021 12:00:00 AM",1700,11,"Northeast",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.1225,-118.1827
"1920",201410318,"03/11/2020 12:00:00 AM",51,14,"Pacific",668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,"","",203,"OTHER BUSINESS",33.9587,-118.3805
"1921",211607744,"05/07/2021 12:00:00 AM",1700,16,"Foothill",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",65,"M","W",108,"PARKING LOT",34.245,-118.3858
"1922",230321993,"12/31/2023 12:00:00 AM",1520,3,"Southwest",210,"ROBBERY",59,"F","B",101,"STREET",34.035,-118.2759
"1923",241110723,"09/14/2024 12:00:00 AM",1,11,"Northeast",352,"PICKPOCKET",48,"M","W",207,"BAR/COCKTAIL/NIGHTCLUB",34.0947,-118.2828
"1924",241508353,"03/30/2024 12:00:00 AM",300,15,"N Hollywood",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,"M","O",108,"PARKING LOT",34.1451,-118.3875
"1925",221413186,"06/21/2022 12:00:00 AM",1100,14,"Pacific",330,"BURGLARY FROM VEHICLE",67,"M","H",108,"PARKING LOT",33.9805,-118.4111
"1926",200908143,"04/03/2020 12:00:00 AM",1840,9,"Van Nuys",624,"BATTERY - SIMPLE ASSAULT",60,"F","H",501,"SINGLE FAMILY DWELLING",34.1796,-118.4248
"1927",220812616,"07/27/2022 12:00:00 AM",2100,8,"West LA",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",31,"F","W",123,"PARKING UNDERGROUND/BUILDING",34.0456,-118.4547
"1928",211820186,"11/17/2021 12:00:00 AM",2000,18,"Southeast",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.9564,-118.2739
"1929",210512801,"08/20/2021 12:00:00 AM",400,5,"Harbor",901,"VIOLATION OF RESTRAINING ORDER",34,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.7456,-118.2945
"1930",232114278,"09/18/2023 12:00:00 AM",1617,21,"Topanga",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",22,"M","X",404,"DEPARTMENT STORE",34.1923,-118.6059
"1931",211309507,"05/07/2021 12:00:00 AM",800,13,"Newton",310,"BURGLARY",0,"X","X",121,"YARD (RESIDENTIAL/BUSINESS)",34.0087,-118.2784
"1932",230504206,"01/04/2023 12:00:00 AM",1800,5,"Harbor",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.707,-118.2879
"1933",201319030,"10/25/2020 12:00:00 AM",1710,13,"Newton",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",49,"F","B",101,"STREET",34.0111,-118.2789
"1934",200911667,"06/27/2020 12:00:00 AM",1830,9,"Van Nuys",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,"M","H",101,"STREET",34.2048,-118.4531
"1935",200408865,"05/15/2020 12:00:00 AM",1,4,"Hollenbeck",210,"ROBBERY",0,"X","X",101,"STREET",34.0478,-118.2288
"1936",231224020,"11/29/2023 12:00:00 AM",2330,12,"77th Street",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,"M","B",101,"STREET",33.9746,-118.2917
"1937",200611008,"06/01/2020 12:00:00 AM",2100,6,"Hollywood",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",23,"M","O",108,"PARKING LOT",34.098,-118.3324
"1938",222006503,"02/27/2022 12:00:00 AM",1930,20,"Olympic",626,"INTIMATE PARTNER - SIMPLE ASSAULT",45,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0454,-118.3061
"1939",220717119,"11/29/2022 12:00:00 AM",825,7,"Wilshire",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",22,"M","O",121,"YARD (RESIDENTIAL/BUSINESS)",34.0369,-118.3739
"1940",201318148,"10/08/2020 12:00:00 AM",653,13,"Newton",648,"ARSON",0,"M","H",509,"MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME",0,0
"1941",200815352,"10/16/2020 12:00:00 AM",2100,8,"West LA",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",39,"F","A",101,"STREET",34.0456,-118.4617
"1942",220816463,"11/05/2022 12:00:00 AM",1930,8,"West LA",330,"BURGLARY FROM VEHICLE",29,"M","W",101,"STREET",34.046,-118.448
"1943",220619764,"11/04/2022 12:00:00 AM",1200,6,"Hollywood",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",52,"F","O",101,"STREET",34.1042,-118.305
"1944",232117105,"09/03/2023 12:00:00 AM",1745,21,"Topanga",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"M","W",404,"DEPARTMENT STORE",34.1883,-118.6274
"1945",202110282,"06/09/2020 12:00:00 AM",2250,21,"Topanga",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",30,"M","H",707,"GARAGE/CARPORT",34.2047,-118.5792
"1946",200206879,"02/26/2020 12:00:00 AM",1500,2,"Rampart",624,"BATTERY - SIMPLE ASSAULT",62,"M","H",102,"SIDEWALK",34.0601,-118.2761
"1947",242109811,"06/17/2024 12:00:00 AM",1720,21,"Topanga",330,"BURGLARY FROM VEHICLE",49,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.2176,-118.6031
"1948",221516717,"10/29/2022 12:00:00 AM",600,15,"N Hollywood",626,"INTIMATE PARTNER - SIMPLE ASSAULT",36,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1794,-118.3856
"1949",201320722,"12/02/2020 12:00:00 AM",1305,13,"Newton",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0189,-118.263
"1950",210206261,"02/26/2021 12:00:00 AM",1715,2,"Rampart",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"X","X",101,"STREET",34.0877,-118.2869
"1951",211510972,"06/24/2021 12:00:00 AM",1840,15,"N Hollywood",624,"BATTERY - SIMPLE ASSAULT",4,"M","H",101,"STREET",34.1758,-118.3746
"1952",230618786,"12/02/2023 12:00:00 AM",2300,6,"Hollywood",440,"THEFT PLAIN - PETTY ($950 & UNDER)",26,"F","C",733,"BAR/SPORTS BAR (OPEN DAY & NIGHT)",34.098,-118.331
"1953",221108226,"04/22/2022 12:00:00 AM",1445,11,"Northeast",210,"ROBBERY",34,"M","H",124,"BUS STOP",34.0982,-118.2918
"1954",210516410,"11/23/2021 12:00:00 AM",1355,5,"Harbor",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,"X","X",201,"JEWELRY STORE",33.7798,-118.2656
"1955",221104244,"12/30/2021 12:00:00 AM",1700,11,"Northeast",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",34.0876,-118.221
"1956",221008145,"04/19/2022 12:00:00 AM",2045,10,"West Valley",626,"INTIMATE PARTNER - SIMPLE ASSAULT",40,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1749,-118.5337
"1957",221515953,"10/10/2022 12:00:00 AM",1205,15,"N Hollywood",624,"BATTERY - SIMPLE ASSAULT",30,"M","H",102,"SIDEWALK",34.1817,-118.3848
"1958",211104548,"01/16/2021 12:00:00 AM",200,11,"Northeast",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",30,"M","H",101,"STREET",34.0925,-118.2804
"1959",230110599,"04/08/2023 12:00:00 AM",2200,1,"Central",330,"BURGLARY FROM VEHICLE",34,"M","B",108,"PARKING LOT",34.0653,-118.2412
"1960",220611325,"06/03/2022 12:00:00 AM",300,6,"Hollywood",822,"HUMAN TRAFFICKING - COMMERCIAL SEX ACTS",16,"F","B",101,"STREET",34.0998,-118.3267
"1961",200211661,"06/23/2020 12:00:00 AM",405,2,"Rampart",210,"ROBBERY",63,"M","W",109,"PARK/PLAYGROUND",34.0748,-118.2586
"1962",230409667,"09/30/2022 12:00:00 AM",1900,4,"Hollenbeck",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",52,"M","O",501,"SINGLE FAMILY DWELLING",34.0839,-118.1948
"1963",220316064,"03/01/2021 12:00:00 AM",503,3,"Southwest",354,"THEFT OF IDENTITY",28,"M","B",501,"SINGLE FAMILY DWELLING",34.0055,-118.3155
"1964",200916004,"10/16/2020 12:00:00 AM",1330,9,"Van Nuys",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",36,"M","H",108,"PARKING LOT",34.1747,-118.4442
"1965",211211827,"05/08/2021 12:00:00 AM",700,12,"77th Street",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,"M","B",518,"TRANSITIONAL HOUSING/HALFWAY HOUSE",33.9656,-118.2586
"1966",201011638,"08/03/2020 12:00:00 AM",1500,10,"West Valley",440,"THEFT PLAIN - PETTY ($950 & UNDER)",46,"M","H",119,"PORCH, RESIDENTIAL",34.1975,-118.5174
"1967",220712189,"07/17/2022 12:00:00 AM",1350,7,"Wilshire",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0454,-118.3237
"1968",221223076,"11/03/2022 12:00:00 AM",2200,12,"77th Street",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",47,"M","H",101,"STREET",33.9688,-118.2873
"1969",220413822,"10/02/2022 12:00:00 AM",1930,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",19,"F","H",501,"SINGLE FAMILY DWELLING",34.0915,-118.1907
"1970",211315939,"09/13/2021 12:00:00 AM",2300,13,"Newton",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",34,"M","H",101,"STREET",34.0301,-118.2389
"1971",210813214,"08/14/2021 12:00:00 AM",800,8,"West LA",440,"THEFT PLAIN - PETTY ($950 & UNDER)",25,"M","W",730,"SYNAGOGUE/TEMPLE",34.0518,-118.3842
"1972",241605959,"03/02/2024 12:00:00 AM",1,16,"Foothill",520,"VEHICLE - ATTEMPT STOLEN",46,"F","H",101,"STREET",34.2566,-118.4225
"1973",231805916,"02/05/2023 12:00:00 AM",600,18,"Southeast",761,"BRANDISH WEAPON",35,"M","B",101,"STREET",33.9456,-118.2803
"1974",201606046,"02/19/2020 12:00:00 AM",800,16,"Foothill",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",37,"M","H",101,"STREET",34.2542,-118.4095
"1975",211005554,"02/21/2021 12:00:00 AM",1630,10,"West Valley",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"M","W",402,"MARKET",34.1629,-118.5202
"1976",231607561,"04/22/2023 12:00:00 AM",1715,16,"Foothill",761,"BRANDISH WEAPON",24,"M","W",101,"STREET",34.2278,-118.3806
"1977",220213771,"07/23/2022 12:00:00 AM",1630,2,"Rampart",624,"BATTERY - SIMPLE ASSAULT",22,"F","H",101,"STREET",34.0726,-118.2578
"1978",220911980,"07/16/2022 12:00:00 AM",2000,9,"Van Nuys",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",54,"F","B",108,"PARKING LOT",34.156,-118.4542
"1979",230109844,"04/01/2023 12:00:00 AM",45,1,"Central",352,"PICKPOCKET",30,"F","W",207,"BAR/COCKTAIL/NIGHTCLUB",34.051,-118.248
"1980",241805795,"02/07/2024 12:00:00 AM",855,18,"Southeast",888,"TRESPASSING",0,"X","X",957,"MTA - GREEN LINE - HARBOR FWY",33.928,-118.2826
"1981",200914989,"07/01/2020 12:00:00 AM",1450,9,"Van Nuys",354,"THEFT OF IDENTITY",49,"F","W",501,"SINGLE FAMILY DWELLING",34.156,-118.4553
"1982",212113429,"09/02/2021 12:00:00 AM",1900,21,"Topanga",510,"VEHICLE - STOLEN",0,"","",707,"GARAGE/CARPORT",34.1828,-118.5974
"1983",230413007,"10/02/2023 12:00:00 AM",6,4,"Hollenbeck",354,"THEFT OF IDENTITY",0,"F","X",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0301,-118.1951
"1984",210406921,"03/21/2021 12:00:00 AM",1900,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",78,"F","H",104,"DRIVEWAY",34.0872,-118.1735
"1985",210210832,"06/16/2021 12:00:00 AM",2200,2,"Rampart",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",32,"M","B",122,"VEHICLE, PASSENGER/TRUCK",34.0588,-118.2706
"1986",231913212,"08/22/2022 12:00:00 AM",2100,19,"Mission",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",70,"F","W",101,"STREET",34.2317,-118.4186
"1987",211514752,"09/18/2021 12:00:00 AM",900,15,"N Hollywood",624,"BATTERY - SIMPLE ASSAULT",46,"M","H",203,"OTHER BUSINESS",34.2012,-118.3812
"1988",230705850,"02/10/2023 12:00:00 AM",1115,7,"Wilshire",888,"TRESPASSING",0,"X","X",108,"PARKING LOT",34.0716,-118.3614
"1989",231222941,"11/11/2023 12:00:00 AM",1240,12,"77th Street",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",40,"F","W",501,"SINGLE FAMILY DWELLING",33.9941,-118.2959
"1990",231611718,"08/30/2023 12:00:00 AM",1500,16,"Foothill",813,"CHILD ANNOYING (17YRS & UNDER)",14,"F","H",101,"STREET",34.2625,-118.436
"1991",210709092,"05/10/2021 12:00:00 AM",1230,7,"Wilshire",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.054,-118.3692
"1992",230717592,"11/25/2023 12:00:00 AM",1346,7,"Wilshire",624,"BATTERY - SIMPLE ASSAULT",31,"F","W",710,"OTHER PREMISE",34.0665,-118.3662
"1993",240104692,"01/11/2024 12:00:00 AM",715,1,"Central",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,"M","H",102,"SIDEWALK",34.035,-118.2615
"1994",210805100,"12/12/2020 12:00:00 AM",1805,8,"West LA",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",41,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0449,-118.4657
